|Count
Leickert, Charles|1
Odiot, Charles Nicolas|1
Hulk, A.|1
Engel, Adolf Karel Maximiliaan|1
Gelder, Nicolaes van|1
Glume, Johann Gottlieb|1
Gaucher, Charles Etienne|1
Vallenduuk, A.|1
Erichsen, Vigilius|1
Hoadly, Peter|1
Elion, Samuel Cohen|1
Ladomin, Franciscus|1
Harunobu-school|1
Condet, Harmanus|1
Gabbiani, Antonio Domenico|1
Gijsmans, Hendrick|1
Groenia, Petrus|1
Hopfer, Bartholomäus (II)|1
Piera, Wouda|1
Geubels, Frans|1
Barod, Pierre Antonie|1
Bramer, Paulus|1
Bilordeaux, Adolphe|1
Bening, Simon|1
Marshoorn, Abraham|1
Monogrammist DH (Duitsland)|1
Kroymans, Johannes Lambertus|1
Monogrammist IF (graveur)|1
Lasonder, Gerrit (I)|1
Antico, Pier Jacopo Alari Bonacolsi|1
Tempelier, J.A.|1
Wilkinson Ltd|1
Goto Mitsuyoshi|1
Monogrammist PJVB|1
Hanzan, Matsukawa|1
Dalens, Dirck (II)|1
Monogrammist AH (16e eeuw)|1
Klopper, Anthony de|1
Dircksz, Adam|1
Conte, Jacopino del|1
Plaats, Volkert van der|1
Verheyde, Jacobus (I)|1
Koets, Roelof (II)|1
Jarrot, Édouard|1
Tosa Mitsuoki|1
Piat, Charles|1
Kerkhoven, Jan Willem|1
Lencker, Johannes|1
Delobel, Nicolas|1
Bassano, Francesco (il Giovane)|1
Muys, Cornelia|1
Gasne, L.|1
Amsler, Samuel|1
Ruyter, Balthasar|1
Pether, William|1
Barbella, Giovanni Giacomo|1
Merck, Jacob Fransz. van der|1
Konsé-Philips, Margaretha Elisabeth|1
Bossi, Domenico|1
Lebeau, Chris|1
Montagna, Bartolommeo|1
Dieu, R.|1
Alophe, Marie Alexandre|1
Bunji, Tani|1
Wildenbergh, Coenraet van|1
Anson, Rufus|1
Haen, Gerrit de|1
Boxhorn, S.M.|1
Holzapfel, Johan Lorenz|1
Millet, D.F.|1
Carteron, Etienne|1
Smith, John Raphael|1
Doyen, A.|1
Ghezzi, Pier Leone|1
Jonnard, N.|1
Brocard, Philippe-Joseph|1
Houtman, Johannes Paulus|1
Mathijsen, J.|1
Drentwett, Abraham (I)|1
Solingen|1
Koppenol, Cornelis|1
Calamatta, Luigi|1
Joest van Kalkar, Jan|1
Oosterhoudt, Daniël van|1
Houten, Henricus Leonardus van den|1
Kauffmann, Angelica|1
Ericsson|1
Houdoit|1
Miwa|1
Gogh, Vincent van|1
Pater, Jean Baptiste François|1
Camerarius, Adam|1
Corneille, Claude|1
Hurter, Johann Heinrich von|1
Reclam, Friedrich|1
Lanckhorst, Jan|1
Pignoni, Simone|1
Graaf Koopman, Andries de|1
Blommers, Bernardus Johannes|1
Hille, M.|1
Kant, Cornelis|1
Pijper, Koeter|1
Edingen, Pieter van|1
Stoffels, Gerrit|1
Jager, S. de|1
Reyerman, Annette|1
Krul, Jan Hermansz|1
Kretzschmann, Charles|1
Grave, D.V. van de|1
Boubat, Edouard|1
Desrais, Claude Louis|1
Vries, Michiel van|1
Saint-Ligié, De|1
Veen, Gerardus van|1
Mylius, Carl Heinrich|1
Haseluyn|1
Teyler van Hall, Jan Jacob|1
Marseus van Schrieck, Otto|1
Cartaro, Mario|1
Erhart, Ferdinand|1
Francia, François Louis Thomas|1
Rentiers, Johannes|1
Flock, Mathijs|1
Shojo|1
Stevens, Pieter (II)|1
Hosse, Jean|1
Hamerani, Giovanni|1
Nellius, Martinus|1
Beattie, John|1
Spiegl, Joseph|1
Rijk, James de|1
Shuraku|1
Alberti, Romano|1
Guerri, Dionisio|1
Uppink, Harmanus|1
Landsberg|1
Schmeltzing, Arent|1
Clermans, J.B.|1
Schakel, Cornelis|1
Houtgraaff, Willem|1
Gimnig, Hendrik van|1
Daret, Pierre|1
Siebel, Franz Anton|1
Reynalda, Rijner|1
Cuperus, J. H.|1
Baglione, Giovanni|1
Bing, H.J.|1
Chiharu, Ryusai|1
Wijkman, F.|1
Vrigny, de|1
Dolendo, D.|1
Verschuyl, Pieter|1
Bardou, Emanuel|1
Cave, François|1
Sicard, Louis Marie|1
Beck, W.P.|1
Monogrammist AM (16e eeuw)|1
Crussens, Anton|1
Nymphenburg|1
Jean, Auguste|1
Berg, Jacobus Everhardus Josephus van den|1
Mommers, Hendrick|1
Voet 373|1
Schmidt, Johann Gottfried|1
Goodman|1
Marillier, Clément Pierre|1
Scerpswert, Elias|1
Sansovino, Jacopo Tatti|1
Kollaard, G.|1
Smith, Andrew|1
Muyck|1
Kobell, Franz|1
Danckerts, Johan|1
Sijbel, Adam|1
Villamena, Francesco|1
Sageret, Barnabé|1
Magni, Pietro|1
Laignel|1
Essen, Derk van|1
Tatsu|1
Weinmann, George|1
Blarenberghe, Louis Nicolas van|1
Falconet, Étienne-Maurice|1
Meester van San Miniato|1
Mêgert, H.C.|1
Kunimaru, Utagawa|1
Kunihisa, Utagawa|1
Schindelmayer|1
Bruin, P.A.|1
Heem, David Davidsz de|1
Beaumont, Herbt. van|1
Nelli, Lorenzo|1
Peutemans, Pieter|1
Aarsen, Hans|1
Molckman, Matthias|1
Meldert, Pieter van|1
Glomy, Jean Baptist|1
Barile, Antonio|1
Meester van de Vorstenportretten|1
Havell, Daniel|1
Gerbier, Balthasar|1
Duca, Jacopo del|1
Strauss, Bernard|1
Gucht, Jacobus van der|1
Lamarque, Pierre|1
Lotto, Lorenzo|1
Gretser, Gijsbertus Arnoldus|1
Wenen, Porseleinfabriek|1
Thivart, Daniël|1
Nukagawa Yasunori|1
De Noter, Pierre François|1
Crabeth, Wouter Pietersz. (I)|1
Cats, Jacob (1577-1660)|1
Doornik, J.G.|1
Waterston, Sons, & Stewart, G.|1
Dalen, Dirk van|1
Beer, Maria Eugenia de|1
Bongaert, Daniel|1
Held, J.|1
Stracké, Frans|1
Preaulx, Michel François|1
Houdon, Jean Antoine|1
Colin, Jacob|1
Geel, Jacob van|1
Teynard, Félix|1
Monogrammist GFB|1
Wiener Werkstätte|1
Hen, Jacob de|1
Monogrammist WCIEF|1
Ferguson, Henry|1
Trap, Pieter Hendrik|1
Ichinyu-Raku IV|1
Shunshi|1
Coter, Colijn de|1
Boudson, P.|1
Helmigh, Elzenerus|1
Norblin de la Gourdaine, Jean Pierre|1
Van der Hulst, Jean-Baptiste|1
Hartenbuyk, Marten|1
Monogrammist LCZ|1
Scolari|1
Coentgen|1
Manetti, Rutilio di Lorenzo|1
Gerini, Niccolò di Pietro|1
Abel, Josef|1
Brice, Ignace|1
Ransei|1
Yoshikuni, Toyokawa|1
Loutherbourg, Philippe Jacques de (II)|1
Boëtius, Christian Friedrich|1
Dublon|1
Graef, Timotheus de|1
Bock, Hans (der Jungere)|1
Nebbia, Cesare|1
Raven, Johannes|1
Lampi, Johann Baptist (I)|1
Gregson, James|1
Zampezzi, Giovanni Battista|1
Desguerrois & Co.|1
Challe, Noël|1
Müller, C.H.F. |1
Cozza, Francesco|1
Ronbaij, Laurentia de|1
Baldi, Lazzaro|1
Caron, L.|1
Monogrammist HVD|1
Wermuth, Christian|1
Verlem, Jan|1
Bergh, Pieter van den|1
Ottens, Joachim|1
Garama, G.N.|1
Greco, el|1
Bruggen, Girard van der|1
Monaco, Pietro|1
Breebaart, Willem|1
Pfeiffer, François Joseph|1
Kiyomasu (II), Torii|1
Meybusch, Anton|1
Paets, Claes Jacobsz.|1
Matthijsz, Paulus|1
Harushige, Suzuki|1
Lange, F.J. de|1
Albert|1
Angolo del Moro, Marco|1
Bouchot, Frédéric|1
Vermeulen, Claudius|1
Allart, Johannes|1
Klerck, A.|1
Jacobsz., Abraham|1
Haen, Joseph Charles de|1
Cuitt, George (II)|1
Vinke Larsen, M.|1
Moesman, C.|1
Fenzoni, Ferraù|1
Rieuwertsz., Jan|1
Vries, Jochem de|1
Stoop, Maerten|1
Koningh, G. de|1
Vollerdt, Johann Christian|1
Monogrammist HL (1543)|1
Testart, Judith M.|1
Boilly, Louis-Léopold|1
Weyden, Adriaen van der|1
Vromans, Isac|1
Balen, Matthijs (1684-1766)|1
Bonnart, Robert|1
Wils, Jan (tekenaar)|1
Wheatley, Francis|1
Bing, Valentijn|1
Taylor & Mander|1
Meester van Rhenen|1
Monogrammist PK|1
Keeman, Johannes|1
Viviani, Antonio Maria|1
Du Pré, Pierre|1
Gudewerdt, Hans (I)|1
Bossche, Aert van den|1
Monogrammist IS (graveur)|1
Bastiaensz., Abraham|1
Meurs, Johannes van|1
Oostrum, W. de|1
Rosmole, Jan|1
Orcagna, Andrea di Cione|1
Furck, Sebastian|1
Vincent, François André|1
Monogrammist HW (15e eeuw)|1
Ouvrier, Jean|1
Bellano, Bartolomeo|1
Monogrammist WR|1
Berlage, Hendrik Petrus|1
Drooghstraedt, Ludolf Harmen|1
Drappentier, Johannes (voor 1695-na 1736)|1
Brunton, G.|1
Woutersin, L.J.|1
Haan, Maria de|1
Poirié, Noël|1
Huysman, Johannes|1
Barre, Jean de la|1
Goorbergh, Dirk van de|1
Bandini, Giovanni di Benedetto|1
Meester van de Onthoofding van Johannes de Doper|1
Marine Stoomvaartdienst|1
Wechter, Hans (I)|1
Pakenham|1
Campi, Antonio|1
Ferg, Franz de Paula|1
Velpius, Hubert Anthoine|1
Keiberg, N.|1
Bosse, M.|1
Wieringa, Nicolaas|1
Vau...ons|1
Wilborn, Nicolaus|1
Bochem, Lodewijk van|1
Gentile da Faenza, Antonio|1
Zöllner, P.|1
Ritter, Wolff Christof|1
Desiderio da Firenze|1
Swanenburg, Isaac Claesz. van|1
Prick, Egidius Pieter|1
Sol, A.|1
Herbst, Hans|1
Hulseboom, Gerrit|1
Mirou, Anton|1
Cazenave, J.F.|1
Tavarone, Lazzaro|1
Thesingh, Jan|1
Gemelkoorn, R. J.|1
Vriese, Roeloff Pietersz. van|1
Levecq, Jacobus|1
Geerling, F.L.|1
Lehmann, Kaspar|1
Hellegers, A.|1
Brown, G.|1
Bruggen, Louis van der|1
Valkenier, J.|1
Backer, Johannes Frans de|1
Andeles, Andele|1
Minwa, Aikawa|1
Hofhout en Zoon, Johannes|1
Dietzsch, Johann Christoph|1
Pseudo-Gherardi|1
Gellecum, van|1
Groll, J.|1
Schol, A. (II)|1
Juste, Juste de|1
La Rose, Jean Baptiste de|1
Leckie, William|1
Seys, A.|1
Zokoku|1
Elias, Isaac|1
Marum, Egbert van|1
Boeckel, Anna van|1
Heinsius, Johann Ernst|1
Dunkarton, Robert John|1
Marsy, J. de|1
Whistler, James Abbott McNeill|1
Katsumi Kansai|1
Garnier, Daniel|1
Knuppe, Henk|1
Smout, John|1
Lesueur, Pierre|1
Pourbus, Frans (I)|1
Sutherland, I.|1
Akrel, Fredrik|1
Chambre, Jean de la|1
Shinko, Ryugetsusai|1
Salmeggia, Enea|1
Fischetti, Fidele|1
Chevalier, Jacques|1
Masucci, Agostino|1
Alberti, Giovanni|1
Gucci, Antonio|1
Valk, L.|1
Putt, Hans von der|1
Heckenauer, Leonhard|1
Storm van 's-Gravensande, Louis|1
Berlinghieri, Camillo|1
Hanfstaengl Kunstverlag A.-G., Franz|1
Hüssem, B. van|1
Vos, Jacob Jacobsz. de (I)|1
Rokesz, Claes|1
Landini, Taddeo|1
Bourgoin, Aimé Gabriel Adolphe|1
Voogt, Claas|1
Montalembert, Marc René marquis de|1
Langenhöffel, Johann Joseph Friedrich|1
Mitsuhiro (II)|1
Pira, Pleun|1
Joi|1
Andrea, Willem Lodewijk|1
Voet 924|1
Schwitters, Kurt|1
Heumann, Georg Daniel|1
Schaasberg, Adriaen|1
Tomson, Jean Joseph|1
Ban, Gerbrand|1
Meester GA met de Voetangel|1
Binger, Charles|1
Justis, Augustinus de|1
Oordt, Willem van|1
Apengeter, Hans|1
Baudouin, I.|1
Opzoomer, Simon|1
Barlow, Peter M.T.|1
Colonia, Adam|1
Bisschop, Christoffel|1
Kloot, Ary Jeronimus van der|1
Kern, Anton|1
Groenewegen, Pieter Anthonisz|1
Verveer, Samuel|1
Sogyoku|1
Hart, Laurent Joseph|1
Grimm, Ludwig Emil|1
Bos, J.|1
Nieu(landt), Jan van|1
Coster, Arent Cornelisz|1
Swol, Ambrosius van|1
Molitor, Bernard|1
Hilaire, Jean Baptiste|1
Lefebre, L.J.|1
Monogrammist ESB (tekenaar)|1
Weyer, Jacob|1
Colijns, David|1
Bos, Jan Aernout|1
Stedman, John Gabriël|1
Elvervelt, Henrik van|1
Hoppner, John|1
Lamy, Ernest|1
Knight, S.|1
Clérin, Lazare Antoine|1
Camphuysen, Rafaël (I)|1
Cuyck, Pieter Jan van|1
Verdoel, Adriaen|1
Leemans, Anthonius|1
Fiore, Jacobello del|1
Siewertsz van Reesema, Cornelia Elisabeth|1
Vecchia, Pietro della|1
Marsay, L.-G. de|1
Blanchard, Jacques|1
Mennicken, Jan Emens|1
Shuzan|1
Picart, Etienne|1
Fürst, Johann Hinrich|1
Bak, Hendrik|1
Caraglio, Giovanni Jacopo|1
Lelu, Pierre|1
Savoye, Daniel de|1
Haeften, J. van|1
Anselmi, Michelangelo|1
Michiels, Johann Franz|1
Zwart, Willem de|1
Haverman, Hendrik Johannes|1
Visscher, weduwe Nicolaus (II)|1
Boetzelaer, Jacob Godefroy des H.R.R. van den|1
Coiny, Mathieu (III)|1
Tijhoff, Everardus|1
Roupert, Louis|1
Anna van N.H.|1
Pannensmit, Peter|1
Delfos, Pierre Leonard|1
Keyert, Rienk|1
Aspetti, Tiziano|1
Duvivier, Jean|1
White, Henry|1
Masatomo|1
Bodecker, Johann Friedrich|1
Mijn, Cornelia van der|1
Bréant, Vincent|1
Waldherr, Franz Christian|1
Karel V van Habsburg (Duits keizer en koning van Spanje)|1
Perelle, Adam|1
Neuman, Johan Heinrich|1
Schluymer, Franciscus|1
Langeveld, Dirk Meland|1
Haselmeyer, Johann Christoph|1
Schaep, Tobias|1
Riza-i 'Abbasi|1
Poisson|1
Ultzen, Jan Christoffel|1
Gouts, P.|1
Zijdeweverij Heshuyzen|1
Weyerman, Jacob Campo|1
Wesel, Dominicus van|1
Gallois (18e eeuw)|1
Tichelaar|1
Masanori|1
Hoornstra, Lykele Stevens|1
Borcht, Peter van der|1
Lépicié, Bernard François|1
Sonsai|1
Zhu Henian|1
Hiller, Joachim|1
Normand, Charles Pierre Joseph|1
Hannichi|1
Drevet, Pierre Imbert|1
Holsteyn, Pieter (I)|1
Monogrammist JCR|1
Meester van de Legende van de Heilige Magdalena|1
Leperre-Durot, fabriek|1
Julien, Simon|1
Liège, De|1
Keldermans, Frans|1
Lindeman, Otto|1
Sahy, du|1
Caprioli, Aliprando|1
Hemessen, Jan van|1
Heuvel, Hermanus|1
Hilarides, Johannes|1
Hysing, Hans|1
Hoghenzoon, Jan Geldolfs|1
Monogrammist PS (Duitsland)|1
Hamilton, Carl Wilhelm de|1
Pont, Jan Diederik|1
Whitworth|1
Légaré, Gilles|1
Jongh, Claude de|1
Lely, Gabijnus van der|1
Louteau, Pierre|1
Beekman|1
Sarburgh, Bartholomeaus|1
Britto, Giovanni|1
Setletzky, Balthasar Sigmund|1
Scheltema, Jacobus|1
Gobius. G.F.G.|1
Petitot, Jean (le jeune)|1
Engelbrecht, Johannes|1
Aertsz., Rijckaert|1
De Latour, Alexandre|1
Geerdinx, Anna Adriana|1
Architectural Photographic Association|1
Pope, William|1
Seutter, Matthaeus (III)|1
Ussing, J.L.|1
Krausz, J.|1
Zanetti, Domenico|1
Leemans, P.|1
Nieulandt, Jacob van|1
Savery, Hans (I)|1
Bloc, Coenraad|1
Mulier, Pieter (I)|1
Speleveld|1
Baerle, Caspar van|1
Braquehais, Bruno|1
Zilverb|1
Heemskerck van Beest, jhr. Jacob Eduard van|1
kaseman, rutger|1
Bordier, Denis|1
Jenet, Johann|1
Rijk, P.N.|1
Walter, Thomas Jan|1
Fourrier|1
Besseling, Albertus|1
Taborotius, D. Ste|1
Steinberg|1
Meiting, Andreas|1
Chojiro|1
Hearne, Thomas|1
Primaticcio, Francesco|1
Monogrammist MHVH|1
Potgieter, Carel|1
Waes, Aert van|1
Morin (1791)|1
Monogrammist BVB|1
Panneels, Johannes|1
Willem I (prins van Oranje)|1
Balaus|1
Sadamasa|1
Meinders, Ipe|1
Damme, Hendrik van|1
Steenbergen, Chris|1
Shiao-hsiang|1
Drappentier, Daniel (voor 1674-na 1697)|1
Schoeff, Johan Pietersz.|1
Schoor, Aegidius van|1
Vieroot, Thomas|1
Bosschaert, Ambrosius|1
Wappers, Gustave|1
Haagen, J.|1
Wolfaerts, Jan Baptist|1
Montigny, Philippe Claude|1
Chapon, J.|1
Oosterhuis, P.|1
Stadler, Joseph Constantine|1
Savery, W.|1
Noël, Peter Paul Joseph|1
Andreasi, Ippolito|1
Dambrun, Jean|1
Desiderio da Settignano|1
Huygens, Philips|1
Straten, Marinus Adrianus van|1
Heuvel, Maarten van den|1
Reckingen, Johann von|1
Ceulen, Jan van|1
Geelen, Christiaan van|1
Picquot, Thomas|1
Jaspers, Jacobus|1
Kip, H.|1
Looxma, A.J.|1
Cleynhens, Antonia|1
Peres, T|1
Roosing, W.|1
Wieringa, Gerardus|1
Delvaux, Laurent|1
Houston, Richard|1
Vermeer van Haarlem, Jan (I)|1
Franco|1
Monogrammist GZB|1
Lobrij, W.|1
Houten, Johannes van|1
Cazin, Jean Baptiste Louis|1
Amberger, Christoph|1
Löbbecke, Carl Friedrich|1
Aveline|1
Kitagawa Soten|1
Voet, Jacob-Ferdinand|1
Linthorst, Jacobus|1
Heer, Willem de|1
Meester van de Amsterdamse Bodegone|1
Liebaert, M.|1
Isabey, Jean Baptiste|1
Deshays, Jean Baptiste Henri|1
Parasole, Leonardo|1
Lacroix, J.G. de|1
Weiner, Hans|1
Gyokuen|1
Waterloos, Adriaan|1
Baars, Johan Hendrik|1
Poitevin, Alphonse-Louis|1
Clignet, Gillis|1
Liberty & Co.|1
Sageret, Charles Barnabé|1
Nourrisson, Guillaume|1
Páldi Székely, István|1
Ryogyoku|1
Hertochs, A.|1
Fra Paolino da Pistoia|1
Geus, Nicolaes de|1
Mazo, Juan Bautista Martínez del|1
Naiveu, Matthijs|1
Houdet, Philippe Guillaume|1
Franchoys, Peter|1
Velde, Jan van de|1
Paggi, Giovanni Battista|1
Baeck, Elias|1
Brunt, van (Kapt.)|1
Dijck, Floris Claesz. van|1
Rijnvisch, Evert|1
Baikan, Sugai|1
Zaganelli di Bosio, Bernardino|1
Peruzzi, Baldassare|1
Monogrammist RM|1
Jansen, Gerrit|1
Martinet|1
Nouts, Michiel|1
Ashikuni|1
Cima da Conegliano, Giovanni Battista|1
Soga, Shohaku|1
Bunsai, Isono|1
Ryusai|1
Stubbe, Arend|1
Machiavelli, Zanobi di Jacopo|1
Bourgeois de la Richardière, Antoine Achille|1
Weege, J.|1
Linsen, Jan|1
Lomi, Aurelio|1
Vriese, Jacobus|1
De Boot|1
Son, Nicolas de|1
Herrero, Manuel|1
Fiehne, I.M.|1
Kieser, Eberhard|1
Meester van de Barmhartige Samaritaan|1
Ruknuddin|1
Leendertsen, Leendert Jacobus|1
Leonardo da Udine|1
Lejeune|1
Ghisi, Giovanni Battista|1
Rousselet, Gilles|1
M, Johann G.|1
Clarke & Dunster|1
Gordon, Otto Derk|1
Clément, Alexandre|1
Weiss, Bartholomäus Ignaz|1
Bramah, Joseph|1
Bloem, Jan|1
Gordon & Co.|1
Rots, Willem de|1
Egmont en Zoon, weduwe Jacobus van|1
Groenevelt, Jan|1
Saint Hilaire Mallet, P.A. de|1
Iriarte, Ignacio de|1
Death, Henry|1
Monogrammist NB (Italië)|1
Meester van de Sebastiaansmartyriën|1
Hoff, J. van 't|1
Eisen|1
Froger, Dirk|1
Hamel, Alaert du|1
Schouman, A.|1
Bloeme, Herman Antonie de|1
Bunel, Michel|1
Beeloo, A.J.|1
Boels, Gerrit|1
Bruijn, Guillaume de|1
Engouw, Jesaias|1
Abbé, Hendrik|1
Caccianemici, Vincenzo|1
Wernigk, F.|1
Esteve y Vilella, Rafael|1
Nasini, Giuseppe Nicola|1
Uylenburgh, Hendrik|1
Kyan|1
Quinby|1
Helmont, Zeger Jacob van|1
Cross, Peter|1
Bury-Lefevre|1
Rogiers van Harelbeke, Hans|1
Leighton, Ellis (Sir)|1
Passeri, Bernardino|1
Monogrammist CH (medailleur)|1
Bilivert, Giovanni|1
Miller, Jacob (edelsmid)|1
Lingelbach, David|1
Roelvink, Johannes|1
Meyer Warners, Pieter|1
Röell, J.C.|1
Bockels, Jan Janse|1
Doorne, Jan van (III)|1
Geel, Jacob Jacobsz van|1
Monogrammist MB (Nederlanden)|1
Gangaram|1
Gimignani, Ludovico|1
Monogrammist ASD|1
Muller, Jacques|1
Metz, Loeki|1
Phillips, C.|1
Monet, Claude|1
Kalf, Willem|1
Gaulli, Giovanni Battista|1
Schenk, Jan|1
Castello, Valerio|1
Sellaio, Jacopo del|1
Roettiers, J.|1
Kleve, J|1
Monogrammist IICA|1
Hemsterhuis, Franciscus|1
Giovanni di Francesco del Cervelliera|1
Sperandio, Savelli|1
Hiroyoshi|1
Monogrammist CC (Frankrijk)|1
Lépicié, Nicolas Bernard|1
Monogrammist IA|1
Nahuys, Huibert Gerard Brian|1
Assen, A. van|1
Dansaert, Jean|1
Alberti, Pierfrancesco|1
Huet, Paul|1
Regout, Petrus|1
Berckenrode, Cornelis Florisz. van|1
Both, Cornelis|1
Loos, Pieter|1
Tongeren, Arent van|1
Jong, Jurjen de|1
Yukinaga|1
Foulquier, Joseph François|1
International News Photos|1
Verhaer, Aelbert|1
Roos, Johann Melchior|1
Kunishige|1
Gianpietrino|1
Thach, Nathaniel|1
Vincennes|1
Meester van de (Brugse) Legende van de H. Ursula|1
Strunck, Jacob Willem|1
Meurer, Joseph|1
Citroen, Joseph Bernhard|1
Bisson, Auguste-Rosalie|1
Bock, Christoph Wilhelm|1
Bonifazio Veronese|1
Visscher, Lambert|1
Schnell, Johann Conrad|1
Westrik, Dirk|1
Boba, George|1
Lahde, Gerhard Ludwig|1
Smith, William James|1
Twent, A.C.|1
Walker, J.G.|1
Chiarottini, Francesco|1
Williams, T.R.|1
Gregori, Carlo|1
Heymans, E.|1
Scheffer, Ary|1
Telman von Wesel|1
Danckerts de Rij, Peter|1
Froger et Fils, I.J.|1
Camuccini, Vincenzo|1
Scheits, Andreas|1
Jobard|1
Gournay, Claude|1
Alewijn, Abraham (1673-1735)|1
Monogrammist AS (16e eeuw)|1
Leoni, Giovanni|1
Raerda, Focko|1
Fennenias, J.|1
Ermans, Jan|1
Caffieri, Jacques|1
Clemens, D.A.|1
Caro, Eduard|1
Bullock, T.|1
Bandinelli, Baccio|1
Malsen, T. van|1
Bogaert, Jan|1
Prot|1
Ammann, Johannes|1
Saint-Jean-Du-Désert|1
Dreven, H. van|1
Gruterus, Samuel|1
Campi, Bernardino|1
Londersdeel|1
Schwarz, Hans|1
Droste, Jan Hendrik|1
Numan, H.|1
Delcourt, J.F.|1
Eckhardt, A.G.|1
Fiesinger, Franz Gabriel|1
Müller (fotograaf)|1
Grueber, Johann Friedrich|1
Begarelli, Antonio|1
Francesco Napoletano|1
Scorza, Sinibaldo|1
Martinelli, Giovanni|1
Moncrieff, A.|1
Meester van Ottobeuren|1
Gentzsch, Andreas|1
Signorelli, Luca|1
Ramberg, Johann Heinrich (atelier)|1
Velthoven, Hendrik van|1
Franck, Pauwels|1
Kam, Pieter Gerritsz.|1
Stillebroer, Melis|1
Weydtmans, Nicolaes|1
Morel, François|1
Attama, J.|1
Voet, Carel Borchaert|1
Micharius, T|1
Monogrammist DR (prentmaker)|1
Monogrammist HIS|1
Vermeulen, Cornelis Martinus|1
Adelphi|1
Lubeek, Hermanus van|1
Dumesnil, Louis-Michel|1
Soutman, Jan Dircksz.|1
Gib, Willem|1
Cipriani, A.|1
Meester IP|1
Rensing, Jacobus|1
Vinne, Vincent Laurensz. van der (II)|1
Nelleman, Jan (II)|1
Tas, J. van der|1
Freudenberger, Sigmund|1
Coriolano, Giovanni Battista|1
Coninxloo, Jan van (II)|1
Costa, Giovanni Francesco|1
Hendriks, Barend Leonardus|1
L.F.|1
Mazza, Giovanni Batista|1
Botticini, Francesco|1
Gort, J. van|1
Franck, Gabriël|1
Bibiena, Alessandro Galli|1
Uyttenbogaert, Isaac|1
Hoven, Pieter Jansz van|1
Courtois, Guillaume|1
Hudig, J.|1
Tomokane|1
Monogrammist CS (tekenaar)|1
Wolfgang, Andreas Matthäus|1
Huyser, Cornelis Jacob de|1
Caccia, Guglielmo|1
Wever, Cornelis|1
Kerssen, G.|1
Rutten, Johannes|1
Bruyn, Jan (schrijver)|1
Herp, Willem van (I)|1
Maucourt, Antoine|1
Hemony|1
Aliense, Antonio|1
Nieuwerkerke, Alfred Emile O'Hara de|1
Grupello, Gabriel|1
La Motte, Cornelis|1
Duplessis, Joseph Siffrède|1
Pseudo-Ambrodigio di Baldese|1
Brookshaw, Richard|1
Moor, Edvardt Abrahams de|1
Giller, William|1
Vizeer, Piet|1
Beest, Hendrik van|1
Shinsen, Ryusai|1
Finck, M.|1
Hondius, Henricus|1
Uchinari, Fukunoya|1
Bos, Christiaan|1
Macchietti, Girolamo|1
Chantereau, Jérome François|1
De Drie Klokken|1
La Fors|1
Turner, Benjamin Brecknell|1
Goto Mitsutake|1
Coene, Jean Henri de|1
Westerbaen, Jan Jansz. (I)|1
Stone, Nicholas|1
Leenarts, J.|1
Jager, J.C.|1
Tegelbakkerij aan de Delftschevaart|1
Stolk, Koenraad|1
Taunay, Nicolas Antoine|1
Foschi, Pier Francesco|1
Thomas, Laurens|1
Tricht, Jacobus van|1
Jacobsz., Lambert|1
Collaert, Jan|1
Dubois, Jacques|1
Nadorp, Franz Johann Heinrich|1
Amalteo, Pomponio|1
Duyfhuysen, Pieter Jacobsz.|1
Missiaan, P.J.|1
Hooghe, Cornelis de|1
Ayatari, Takebe|1
Naundorff, Karl Wilhelm|1
Tulpbinderij|1
Müller, Johann Gotthard|1
Mennicken, Baldem|1
Angel, Philips|1
Swart, Dirk|1
Figino, Ambrogio Giovanni|1
Wet, Gerrit de|1
Rooseboom, Jan|1
Kaneyoshi|1
Marchetti, Marco|1
Jager, Michiel de|1
Huyslandt, Hermanus|1
Diest, Willem van|1
Mettenleiter, Johann Michael|1
Dreibholtz, Christiaan Lodewijk Willem|1
Ouderogge, Dirk|1
Mouthaen, Henricus|1
Doudijns, Willem|1
Hainzelmann, Johann|1
Hallé, Noël|1
Dekker, Hendrik Adriaan Christiaan|1
Vergragt, J.C.|1
Hermitage Meester|1
Bentzen, Jonas|1
Cades, Giuseppe|1
Goutum, Claes Andrieszoon|1
Hisgen, F.|1
Sanders, Hercules|1
Auer, Alois|1
Zauli, Giuseppe|1
Crivelli, Carlo|1
Chapuy, Nicolas Marie Joseph|1
Puttemans, J.|1
Luyting, Jan|1
Bovetius, J.|1
Eckhout, Albert|1
Piazzetta, Giambattista|1
Zijl, Roeloff van|1
Stapele, Martinus|1
Brenwald, Salomon|1
Bléry, Eugène|1
Sluyter, D.A.M.|1
Bertini, Angelo|1
Meester van de Conversazione di Santo Spirito|1
Custos, Jakob|1
Beretta, Johannes|1
Monogrammist AB (17e eeuw)|1
Rensing, Carl|1
Kamper, Godaert|1
Loots, Joannes|1
O'Sullivan, Timothy H.|1
Steinla, Moritz|1
Malleyn, Gerrit|1
La Hire, Laurent de|1
Borcht, Jacob van der (II)|1
Dieze|1
Meuris, Aert|1
Henne, Joachim|1
Monogrammist IHS|1
Lespingola, François|1
Paulette|1
Pater, Lucas|1
Stoffels, Jan|1
Thielen, Jan Philip van|1
In de 3 porseleyne Astonnen|1
Ernens, W.N.|1
Tissenaken, Isaac|1
Fessard, Etienne|1
Guardi, Giacomo|1
